Date,Occupancy rate,G&A beds occ'd,G&A Beds Open,G&A beds unavailable to non-covid admissions “void”,CC Adult Open,CC Adult Occ,Critical care beds occupancy rate,No. beds occupied by long-stay patients (> 7 days),No. beds occupied by long-stay patients (> 21 days),No. beds occupied by flu patients (G&A),No. beds occupied by flu patients (Critical Care),Closures,Diverts,Delays30,Delays60,No. unoccupied beds closed due to norovirus etc.,year,day_of_year
2020-12-09T00:00:00Z,0.8972199290479485,80425,89638,NA,4487,3384,0.7541787385781146,35749,11513,NA,NA,0,7,1289,605,NA,2020-21,2022-12-09
2020-12-10T00:00:00Z,0.893585419784245,80017,89546,NA,4455,3407,0.7647586980920315,35727,11469,NA,NA,0,1,1272,672,NA,2020-21,2022-12-10
2020-12-11T00:00:00Z,0.8942363628227502,79934,89388,NA,4425,3359,0.7590960451977401,35441,11323,NA,NA,0,20,1466,854,NA,2020-21,2022-12-11
2020-12-12T00:00:00Z,0.8810706556476301,78573,89179,NA,4404,3313,0.7522706630336058,34848,11147,NA,NA,0,8,1165,486,NA,2020-21,2022-12-12
2020-12-13T00:00:00Z,0.8821107196553194,78619,89126,NA,4352,3262,0.7495404411764706,35189,11218,NA,NA,0,6,979,273,NA,2020-21,2022-12-13
2020-12-14T00:00:00Z,0.892295995945261,80983,90758,NA,4381,3257,0.7434375713307464,36791,11633,NA,NA,0,0,1475,1000,NA,2020-21,2022-12-14
2020-12-15T00:00:00Z,0.9036638736777287,82181,90942,NA,4368,3425,0.7841117216117216,37435,11705,NA,NA,0,6,1503,877,NA,2020-21,2022-12-15
2020-12-16T00:00:00Z,0.8998410000548276,82061,91195,NA,4406,3491,0.7923286427598729,37405,11727,NA,NA,0,7,1285,706,NA,2020-21,2022-12-16
2020-12-17T00:00:00Z,0.8941253908178377,81504,91155,NA,4389,3472,0.7910685805422647,37234,11706,NA,NA,0,2,1356,555,NA,2020-21,2022-12-17
2020-12-18T00:00:00Z,0.8883957089675529,80661,90794,NA,4445,3475,0.78177727784027,36694,11501,NA,NA,0,2,1259,502,NA,2020-21,2022-12-18
2020-12-19T00:00:00Z,0.8587825012139673,77816,90612,NA,4484,3439,0.7669491525423728,35757,11283,NA,NA,0,6,1006,345,NA,2020-21,2022-12-19
2020-12-20T00:00:00Z,0.8659912528372917,78212,90315,NA,4441,3304,0.7439765818509345,35926,11329,NA,NA,0,3,959,222,NA,2020-21,2022-12-20
2020-12-21T00:00:00Z,0.8762419460009062,79285,90483,NA,4434,3336,0.7523680649526387,37250,11711,NA,NA,0,1,1134,493,NA,2020-21,2022-12-21
2020-12-22T00:00:00Z,0.8779586371734295,79342,90371,NA,4494,3458,0.7694704049844237,37391,11725,NA,NA,0,6,1019,382,NA,2020-21,2022-12-22
2020-12-23T00:00:00Z,0.8592472808630353,77578,90286,NA,4524,3474,0.7679045092838196,36437,11558,NA,NA,0,4,951,412,NA,2020-21,2022-12-23
2020-12-24T00:00:00Z,0.8310504323732487,74384,89506,NA,4519,3496,0.7736224828501881,35002,11245,NA,NA,0,1,782,163,NA,2020-21,2022-12-24
2020-12-25T00:00:00Z,0.7609014414942814,67460,88658,NA,4546,3414,0.7509898812142543,32714,10848,NA,NA,0,3,680,109,NA,2020-21,2022-12-25
2020-12-26T00:00:00Z,0.7715412243233138,68097,88261,NA,4537,3368,0.7423407538020719,33054,11160,NA,NA,0,3,1029,405,NA,2020-21,2022-12-26
2020-12-27T00:00:00Z,0.8063737107003408,71456,88614,NA,4589,3430,0.7474395293092176,34301,11443,NA,NA,0,4,1133,591,NA,2020-21,2022-12-27
2020-12-28T00:00:00Z,0.8391506526976301,74890,89245,NA,4583,3490,0.7615099279947632,35481,11698,NA,NA,0,2,1300,982,NA,2020-21,2022-12-28
2020-12-29T00:00:00Z,0.866414283974806,78271,90339,NA,4677,3632,0.7765661748984392,37315,12176,NA,NA,0,5,1464,973,NA,2020-21,2022-12-29
2020-12-30T00:00:00Z,0.8801363086731889,80066,90970,NA,4745,3800,0.8008429926238145,37373,12245,NA,NA,0,3,1420,768,NA,2020-21,2022-12-30
2020-12-31T00:00:00Z,0.878254270284539,79850,90919,NA,4853,3899,0.803420564599217,37238,12261,NA,NA,0,1,1235,644,NA,2020-21,2022-12-31
2021-01-01T00:00:00Z,0.8510777269758328,76877,90329,NA,4871,3910,0.802709915828372,35279,11993,NA,NA,0,3,1401,631,NA,2020-21,2023-01-01
2021-01-02T00:00:00Z,0.8590446617336153,78015,90816,NA,4879,3911,0.8015986882557902,35399,12112,NA,NA,0,1,1176,695,NA,2020-21,2023-01-02
2021-01-03T00:00:00Z,0.8726670481556476,79301,90872,NA,4951,3981,0.8040799838416481,36115,12167,NA,NA,0,5,1260,625,NA,2020-21,2023-01-03
2021-01-04T00:00:00Z,0.8879467452392644,81367,91635,NA,4976,4022,0.8082797427652733,38892,12929,NA,NA,0,3,1458,1248,NA,2020-21,2023-01-04
2021-01-05T00:00:00Z,0.8993532171218703,83013,92303,NA,5073,4140,0.8160851567120048,39439,13112,NA,NA,0,4,1512,1254,NA,2020-21,2023-01-05
2021-01-06T00:00:00Z,0.893166225487548,82667,92555,NA,5168,4297,0.8314628482972136,39141,13036,NA,NA,0,5,1451,910,NA,2020-21,2023-01-06
2021-01-07T00:00:00Z,0.8883484126212018,82182,92511,NA,5281,4412,0.8354478318500284,38475,12803,NA,NA,0,4,1349,654,NA,2020-21,2023-01-07
2021-01-08T00:00:00Z,0.8833601146530009,81361,92104,NA,5382,4533,0.8422519509476031,37774,12629,NA,NA,0,1,1233,675,NA,2020-21,2023-01-08
2021-01-09T00:00:00Z,0.8677908459685418,79612,91741,NA,5496,4658,0.8475254730713246,36417,12294,NA,NA,0,1,1270,409,NA,2020-21,2023-01-09
2021-01-10T00:00:00Z,0.8706005609455315,79774,91631,NA,5503,4632,0.841722696710885,36683,12275,NA,NA,0,7,994,363,NA,2020-21,2023-01-10
2021-01-11T00:00:00Z,0.8835066188189121,81492,92237,NA,5576,4707,0.8441535150645624,37849,12537,NA,NA,0,2,1214,764,NA,2020-21,2023-01-11
2021-01-12T00:00:00Z,0.8899750731548716,82118,92270,NA,5691,4905,0.8618871903004744,38298,12593,NA,NA,0,3,1253,698,NA,2020-21,2023-01-12
2021-01-13T00:00:00Z,0.8806005565502513,81644,92714,NA,5752,5009,0.8708275382475661,37891,12362,NA,NA,0,4,1036,441,NA,2020-21,2023-01-13
2021-01-14T00:00:00Z,0.8731704150845422,80715,92439,NA,5823,5095,0.8749785334020265,37329,12104,NA,NA,0,4,1076,333,NA,2020-21,2023-01-14
2021-01-15T00:00:00Z,0.8676715829597383,80126,92346,NA,5913,5122,0.8662269575511584,37100,11889,NA,NA,0,1,1073,500,NA,2020-21,2023-01-15
2021-01-16T00:00:00Z,0.8442133746494855,77373,91651,NA,5995,5146,0.8583819849874895,36151,11512,NA,NA,0,1,982,331,NA,2020-21,2023-01-16
2021-01-17T00:00:00Z,0.853613496798444,78121,91518,NA,5992,5176,0.86381842456608815,36500,11580,NA,NA,0,0,906,266,NA,2020-21,2023-01-17
2021-01-18T00:00:00Z,0.8723962891650622,79744,91408,NA,6072,5266,0.8672595520421608,37584,11895,NA,NA,0,3,1207,700,NA,2020-21,2023-01-18
2021-01-19T00:00:00Z,0.8828379234280472,80845,91574,NA,6118,5345,0.8736515201046093,37658,11836,NA,NA,0,3,1363,629,NA,2020-21,2023-01-19
2021-01-20T00:00:00Z,0.8817718985248684,81056,91924,NA,6166,5335,0.865228673370094,37490,11781,NA,NA,0,3,1270,486,NA,2020-21,2023-01-20
2021-01-21T00:00:00Z,0.8807104385180663,80777,91718,NA,6222,5436,0.8736740597878495,36957,11617,NA,NA,0,3,1158,475,NA,2020-21,2023-01-21
2021-01-22T00:00:00Z,0.8776434223271912,80637,91879,NA,6295,5502,0.8740270055599683,36669,11489,NA,NA,0,3,1369,519,NA,2020-21,2023-01-22
2021-01-23T00:00:00Z,0.8632661715615384,79392,91967,NA,6284,5500,0.8752387014640356,35702,11182,NA,NA,0,3,1011,332,NA,2020-21,2023-01-23
2021-01-24T00:00:00Z,0.8641616301906446,79642,92161,NA,6270,5446,0.8685805422647528,35652,11165,NA,NA,0,6,887,142,NA,2020-21,2023-01-24
2021-01-25T00:00:00Z,0.8790661411183783,81180,92348,NA,6308,5459,0.8654090044388079,37407,11494,NA,NA,0,2,1311,573,NA,2020-21,2023-01-25
2021-01-26T00:00:00Z,0.8831609182990303,81786,92606,NA,6367,5486,0.8616302811371133,37915,11593,NA,NA,0,4,1201,484,NA,2020-21,2023-01-26
2021-01-27T00:00:00Z,0.8752259419207499,80863,92391,NA,6296,5473,0.8692820838627701,37830,11622,NA,NA,0,2,1016,302,NA,2020-21,2023-01-27
2021-01-28T00:00:00Z,0.8654507578634435,79766,92167,NA,6289,5410,0.8602321513754174,37513,11602,NA,NA,0,5,1164,335,NA,2020-21,2023-01-28
2021-01-29T00:00:00Z,0.85943919139224,79077,92010,NA,6298,5466,0.8678945697046682,37147,11500,NA,NA,0,1,1163,399,NA,2020-21,2023-01-29
2021-01-30T00:00:00Z,0.8493542193908719,77862,91672,NA,6274,5387,0.8586228881096589,35708,11166,NA,NA,0,0,818,116,NA,2020-21,2023-01-30
2021-01-31T00:00:00Z,0.8536566538749945,77413,90684,NA,6271,5283,0.8424493701164089,36110,11231,NA,NA,0,0,712,130,NA,2020-21,2023-01-31
2021-02-01T00:00:00Z,0.8684307920059215,79781,91868,NA,6287,5232,0.8321934149832989,37534,11588,NA,NA,0,0,982,378,NA,2020-21,2023-02-01
2021-02-02T00:00:00Z,0.8742212091609682,80542,92130,NA,6282,5282,0.8408150270614454,37792,11725,NA,NA,0,1,1061,355,NA,2020-21,2023-02-02
2021-02-03T00:00:00Z,0.8694194248507867,80117,92150,NA,6238,5247,0.8411349791599871,37594,11781,NA,NA,0,1,1005,301,NA,2020-21,2023-02-03
2021-02-04T00:00:00Z,0.8637618467959308,79473,92008,NA,6225,5276,0.8475502008032129,37148,11700,NA,NA,0,4,798,226,NA,2020-21,2023-02-04
2021-02-05T00:00:00Z,0.8575984847660204,78785,91867,NA,6212,5182,0.8341918866709594,36696,11635,NA,NA,0,3,935,182,NA,2020-21,2023-02-05
2021-02-06T00:00:00Z,0.8387300963668708,76852,91629,NA,6037,4941,0.8184528739440119,35670,11397,NA,NA,0,3,679,160,NA,2020-21,2023-02-06
2021-02-07T00:00:00Z,0.8399964997867058,76795,91423,NA,6100,4941,0.81,35863,11549,NA,NA,0,1,518,59,NA,2020-21,2023-02-07
2021-02-08T00:00:00Z,0.8529447095696235,78105,91571,NA,6059,4895,0.8078890906090114,36749,11724,NA,NA,0,3,860,244,NA,2020-21,2023-02-08
2021-02-09T00:00:00Z,0.8610604089930377,78781,91493,NA,5991,4854,0.8102153229844767,37297,11957,NA,NA,0,3,802,152,NA,2020-21,2023-02-09
2021-02-10T00:00:00Z,0.8540571266164558,78130,91481,NA,6016,4864,0.8085106382978723,37050,11895,NA,NA,0,3,806,141,NA,2020-21,2023-02-10
2021-02-11T00:00:00Z,0.8448196570527561,77154,91326,NA,5979,4807,0.8039805987623349,36484,11882,NA,NA,0,2,873,136,NA,2020-21,2023-02-11
2021-02-12T00:00:00Z,0.8377820023955781,76239,91001,NA,5974,4788,0.8014730498828255,35781,11863,NA,NA,0,2,757,115,NA,2020-21,2023-02-12
2021-02-13T00:00:00Z,0.8228344716309706,74455,90486,NA,5929,4627,0.7804014167650531,34371,11523,NA,NA,0,3,514,46,NA,2020-21,2023-02-13
2021-02-14T00:00:00Z,0.8255807519063271,74597,90357,NA,5898,4538,0.7694133604611733,34231,11548,NA,NA,0,2,521,54,NA,2020-21,2023-02-14
2021-02-15T00:00:00Z,0.8413700959553019,76197,90563,NA,5881,4550,0.7736779459275633,35720,11941,NA,NA,0,2,1049,418,NA,2020-21,2023-02-15
2021-02-16T00:00:00Z,0.8600954070222212,78070,90769,NA,5825,4518,0.7756223175965665,36034,11946,NA,NA,0,2,1070,405,NA,2020-21,2023-02-16
2021-02-17T00:00:00Z,0.8611196792103639,78169,90776,NA,5774,4506,0.7803948735711812,36034,12035,NA,NA,0,3,1076,303,NA,2020-21,2023-02-17
2021-02-18T00:00:00Z,0.8577546818747316,77909,90829,NA,5744,4444,0.7736768802228412,35520,11856,NA,NA,0,2,937,262,NA,2020-21,2023-02-18
2021-02-19T00:00:00Z,0.8518249700328814,77459,90933,NA,5700,4460,0.7824561403508772,35032,11701,NA,NA,0,4,1092,310,NA,2020-21,2023-02-19
2021-02-20T00:00:00Z,0.8393505590446022,76046,90601,NA,5660,4366,0.7713780918727915,34283,11491,NA,NA,0,5,800,149,NA,2020-21,2023-02-20
2021-02-21T00:00:00Z,0.840653762111815,76175,90614,NA,5588,4241,0.7589477451682176,34270,11592,NA,NA,0,4,643,76,NA,2020-21,2023-02-21
2021-02-22T00:00:00Z,0.8640340272129778,78615,90986,NA,5557,4193,0.7545438186071621,35865,11952,NA,NA,0,4,1057,455,NA,2020-21,2023-02-22
2021-02-23T00:00:00Z,0.875989156322369,79814,91113,NA,5496,4193,0.7629184861717613,36581,12026,NA,NA,0,2,920,296,NA,2020-21,2023-02-23
2021-02-24T00:00:00Z,0.8705293982166946,79374,91179,NA,5446,4147,0.7614763128901947,36455,11836,NA,NA,0,4,813,224,NA,2020-21,2023-02-24
2021-02-25T00:00:00Z,0.8663713506858952,78819,90976,NA,5444,4138,0.7601028655400441,36041,11857,NA,NA,0,2,875,233,NA,2020-21,2023-02-25
2021-02-26T00:00:00Z,0.8570013973088052,77892,90889,NA,5447,4123,0.7569304204149073,35634,11694,NA,NA,0,5,871,259,NA,2020-21,2023-02-26
2021-02-27T00:00:00Z,0.8313094883587555,75374,90669,NA,5409,4015,0.7422813828803846,34701,11449,NA,NA,0,0,625,71,NA,2020-21,2023-02-27
2021-02-28T00:00:00Z,0.8282475928473177,75267,90875,NA,5309,3870,0.7289508381992842,34746,11478,NA,NA,0,0,483,56,NA,2020-21,2023-02-28
2021-03-01T00:00:00Z,0.8491050283637165,77086,90785,NA,5328,3838,0.7203453453453453,35941,11733,NA,NA,0,1,775,189,NA,2020-21,2023-03-01
2021-03-02T00:00:00Z,0.8579466778029321,78068,90994,NA,5282,3895,0.737410071942446,36324,11851,NA,NA,0,1,676,152,NA,2020-21,2023-03-02
2021-03-03T00:00:00Z,0.852708486922459,77495,90881,NA,5221,3844,0.736257421949818,35783,11734,NA,NA,0,2,710,101,NA,2020-21,2023-03-03
2021-03-04T00:00:00Z,0.8473473528665791,76840,90683,NA,5227,3832,0.733116510426631,35225,11661,NA,NA,0,2,750,129,NA,2020-21,2023-03-04
2021-03-05T00:00:00Z,0.8410236611328663,76243,90655,NA,5196,3763,0.7242109314857583,34717,11532,NA,NA,0,3,775,168,NA,2020-21,2023-03-05
2021-03-06T00:00:00Z,0.8144507331281237,73821,90639,NA,5160,3692,0.7155038759689922,33419,11313,NA,NA,0,8,574,63,NA,2020-21,2023-03-06
2021-03-07T00:00:00Z,0.8179848560216658,73999,90465,NA,5076,3523,0.6940504334121356,33392,11383,NA,NA,0,2,479,34,NA,2020-21,2023-03-07
2021-03-08T00:00:00Z,0.8388260207795646,76053,90666,NA,5060,3426,0.6770750988142292,34472,11610,NA,NA,0,3,960,301,NA,2020-21,2023-03-08
2021-03-09T00:00:00Z,0.8551542140854362,77772,90945,NA,5026,3486,0.6935933147632312,35338,11874,NA,NA,0,2,920,214,NA,2020-21,2023-03-09
2021-03-10T00:00:00Z,0.8529657752833718,77509,90870,NA,4992,3494,0.6999198717948718,34779,11760,NA,NA,0,3,790,186,NA,2020-21,2023-03-10
2021-03-11T00:00:00Z,0.8489989671010703,77264,91006,NA,4963,3538,0.7128752770501713,34271,11684,NA,NA,0,3,890,196,NA,2020-21,2023-03-11
2021-03-12T00:00:00Z,0.8495257795480052,77210,90886,NA,4954,3500,0.7064997981429149,33665,11526,NA,NA,0,2,913,187,NA,2020-21,2023-03-12
2021-03-13T00:00:00Z,0.8331677155791101,75460,90570,NA,4860,3416,0.702880658436214,32469,11214,NA,NA,0,5,664,78,NA,2020-21,2023-03-13
2021-03-14T00:00:00Z,0.8337347267946706,75468,90518,NA,4845,3324,0.6860681114551084,33604,11239,NA,NA,0,4,460,62,NA,2020-21,2023-03-14
2021-03-15T00:00:00Z,0.8558713973343296,77892,91009,NA,4742,3235,0.682201602699283,34291,11587,NA,NA,0,1,1083,503,NA,2020-21,2023-03-15
2021-03-16T00:00:00Z,0.8706558633526771,79517,91330,NA,4715,3263,0.6920466595970307,35018,11665,NA,NA,0,3,1146,386,NA,2020-21,2023-03-16
2021-03-17T00:00:00Z,0.8702491461599089,79499,91352,NA,4684,3305,0.705593509820666,34755,11501,NA,NA,0,4,844,244,NA,2020-21,2023-03-17
2021-03-18T00:00:00Z,0.8620346035917652,78721,91320,NA,4684,3275,0.6991887275832621,34357,11345,NA,NA,0,2,865,201,NA,2020-21,2023-03-18
2021-03-19T00:00:00Z,0.8534255888416159,77829,91196,NA,4652,3219,0.6919604471195185,33860,11192,NA,NA,0,0,909,206,NA,2020-21,2023-03-19
2021-03-20T00:00:00Z,0.8313457137827848,75566,90896,NA,4607,3203,0.6952463642283482,32695,10842,NA,NA,0,4,653,64,NA,2020-21,2023-03-20
2021-03-21T00:00:00Z,0.8315003364477733,75378,90653,NA,4571,3078,0.6733756289652155,32683,10874,NA,NA,0,1,636,71,NA,2020-21,2023-03-21
2021-03-22T00:00:00Z,0.8506333838284046,77491,91098,NA,4578,3042,0.6644823066841415,34212,11170,NA,NA,0,4,1044,278,NA,2020-21,2023-03-22
2021-03-23T00:00:00Z,0.8660909488412768,79230,91480,NA,4559,3097,0.679315639394604,34682,11150,NA,NA,0,2,854,256,NA,2020-21,2023-03-23
2021-03-24T00:00:00Z,0.8656633221850614,79203,91494,NA,4545,3172,0.6979097909790979,34200,10954,NA,NA,0,3,816,188,NA,2020-21,2023-03-24
2021-03-25T00:00:00Z,0.8609109032357001,78596,91294,NA,4497,3150,0.7004669779853235,33606,10846,NA,NA,0,2,830,237,NA,2020-21,2023-03-25
2021-03-26T00:00:00Z,0.8524951237151811,77797,91258,NA,4484,3100,0.6913470115967886,32971,10738,NA,NA,0,4,855,162,NA,2020-21,2023-03-26
2021-03-27T00:00:00Z,0.8345028596568412,75873,90920,NA,4456,3129,0.7021992818671454,31691,10508,NA,NA,0,2,499,118,NA,2020-21,2023-03-27
2021-03-28T00:00:00Z,0.8300598155961181,75352,90779,NA,4443,3025,0.6808462750393878,31754,10602,NA,NA,0,3,527,69,NA,2020-21,2023-03-28
2021-03-28T23:00:00Z,0.8517121522790321,77677,91201,NA,4443,2997,0.6745442268737339,33178,10816,NA,NA,NA,NA,1090,339,NA,2020-21,2023-03-29
2021-03-29T23:00:00Z,0.8678450718090633,79341,91423,NA,4440,3129,0.7047297297297297,33964,10983,NA,NA,NA,NA,996,347,NA,2020-21,2023-03-30
2021-03-30T23:00:00Z,0.864472346982264,79107,91509,NA,4415,3077,0.6969422423556059,33894,10990,NA,NA,NA,NA,1136,343,NA,2020-21,2023-03-31
2021-03-31T23:00:00Z,0.8621075372586005,78613,91187,NA,4400,3126,0.7104545454545454,33488,10857,NA,NA,NA,NA,1013,216,NA,2020-21,2023-04-01
2021-04-01T23:00:00Z,0.8313068569792286,75481,90798,NA,4391,3095,0.7048508312457299,32089,10552,NA,NA,NA,NA,606,70,NA,2020-21,2023-04-02
2021-04-02T23:00:00Z,0.8145790509029021,73708,90486,NA,4410,2962,0.6716553287981859,31760,10475,NA,NA,NA,NA,657,86,NA,2020-21,2023-04-03
2021-04-03T23:00:00Z,0.8189717115663103,74085,90461,NA,4372,2908,0.6651418115279049,32329,10581,NA,NA,NA,NA,648,78,NA,2020-21,2023-04-04
2021-03-29T00:00:00Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,4,NA,NA,NA,2020-21,2023-03-29
2021-03-30T00:00:00Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,4,NA,NA,NA,2020-21,2023-03-30
2021-03-31T00:00:00Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,NA,NA,NA,2020-21,2023-03-31
2021-04-01T00:00:00Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,NA,NA,NA,2020-21,2023-04-01
2021-04-02T00:00:00Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,NA,NA,NA,2020-21,2023-04-02
2021-04-03T00:00:00Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,NA,NA,NA,2020-21,2023-04-03
2021-04-04T00:00:00Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,4,NA,NA,NA,2020-21,2023-04-04
2019-12-02T00:00:00Z,0,93405,97742,NA,3730,3152,0.8450402144772118,43537,15545,NA,NA,0,2,1690,523,200,2019-20,2022-12-02
2019-12-03T00:00:00Z,0,92331,96758,NA,3672,3087,0.8406862745098039,43298,15503,NA,NA,0,7,1633,461,168,2019-20,2022-12-03
2019-12-04T00:00:00Z,0,92229,96777,NA,3678,3122,0.8488308863512779,42813,15486,NA,NA,0,3,1540,350,176,2019-20,2022-12-04
2019-12-05T00:00:00Z,0,91848,96698,NA,3682,3087,0.8384030418250951,42242,15377,NA,NA,0,4,1597,389,161,2019-20,2022-12-05
2019-12-06T00:00:00Z,0,90124,95781,NA,3654,3005,0.8223864258347017,40076,14792,NA,NA,0,3,1676,478,203,2019-20,2022-12-06
2019-12-07T00:00:00Z,0,90059,95966,NA,3628,2937,0.8095369349503859,41167,15185,NA,NA,0,2,1638,398,159,2019-20,2022-12-07
2019-12-08T00:00:00Z,0,92135,97003,NA,3635,2945,0.8101788170563962,43344,15798,NA,NA,0,7,1646,580,133,2019-20,2022-12-08
2019-12-09T00:00:00Z,0,93378,97518,NA,3678,3072,0.835236541598695,43315,15773,NA,NA,0,4,1981,842,138,2019-20,2022-12-09
2019-12-10T00:00:00Z,0,93317,97525,NA,3686,3134,0.850244167118828,43182,15662,NA,NA,0,2,1607,545,131,2019-20,2022-12-10
2019-12-11T00:00:00Z,0,92969,97423,NA,3693,3161,0.8559436772271866,41888,15282,NA,NA,0,6,1461,478,127,2019-20,2022-12-11
2019-12-12T00:00:00Z,0,92904,97396,NA,3692,3100,0.8396533044420368,41872,15323,NA,NA,0,5,1631,576,138,2019-20,2022-12-12
2019-12-13T00:00:00Z,0,90886,96900,NA,3678,3133,0.8518216421968461,39836,14731,NA,NA,0,0,1807,730,156,2019-20,2022-12-13
2019-12-14T00:00:00Z,0,89799,96077,NA,3638,2966,0.8152831225948324,40697,15041,NA,NA,0,2,1587,617,173,2019-20,2022-12-14
2019-12-15T00:00:00Z,0,91777,96635,NA,3648,2978,0.8163377192982456,43315,15722,NA,NA,0,5,1711,681,162,2019-20,2022-12-15
2019-12-16T00:00:00Z,0,92830,97097,NA,3694,3125,0.8459664320519762,43190,15664,NA,NA,0,1,2079,1079,142,2019-20,2022-12-16
2019-12-17T00:00:00Z,0,93410,97576,NA,3712,3203,0.8628771551724138,43058,15586,NA,NA,0,0,1867,852,138,2019-20,2022-12-17
2019-12-18T00:00:00Z,0,91971,97369,NA,3694,3188,0.863021115322144,42477,15400,NA,NA,0,3,1747,498,147,2019-20,2022-12-18
2019-12-19T00:00:00Z,0,92214,97230,NA,3674,3179,0.8652694610778443,41387,15000,NA,NA,0,3,1705,644,151,2019-20,2022-12-19
2019-12-20T00:00:00Z,0,89792,96742,NA,3651,3042,0.8331963845521775,39451,14462,NA,NA,0,4,1939,785,117,2019-20,2022-12-20
2019-12-21T00:00:00Z,0,89165,96449,NA,3624,2957,0.8159492273730684,39209,14464,NA,NA,0,10,1738,630,142,2019-20,2022-12-21
2019-12-22T00:00:00Z,0,90085,96662,NA,3631,2909,0.8011567061415588,40934,14738,NA,NA,0,2,1554,502,133,2019-20,2022-12-22
2019-12-23T00:00:00Z,0,88499,96401,NA,3660,2955,0.8073770491803278,39802,14343,NA,NA,0,2,1819,621,117,2019-20,2022-12-23
2019-12-24T00:00:00Z,0,79773,94502,NA,3638,2839,0.780373831775701,37006,13605,NA,NA,0,0,1060,207,91,2019-20,2022-12-24
2019-12-25T00:00:00Z,0,80748,95140,NA,3657,2780,0.7601859447634673,38679,14173,NA,NA,0,2,808,65,72,2019-20,2022-12-25
2019-12-26T00:00:00Z,0,84487,95520,NA,3670,2838,0.7732970027247956,41486,14828,NA,NA,0,2,1373,281,121,2019-20,2022-12-26
2019-12-27T00:00:00Z,0,87034,95879,NA,3660,2907,0.7942622950819672,41711,14894,NA,NA,0,2,1907,758,66,2019-20,2022-12-27
2019-12-28T00:00:00Z,0,88019,96037,NA,3629,2899,0.7988426563791678,42685,15237,NA,NA,0,3,1763,768,80,2019-20,2022-12-28
2019-12-29T00:00:00Z,0,90771,97238,NA,3644,2874,0.7886937431394072,44060,15544,NA,NA,0,9,1961,898,45,2019-20,2022-12-29
2019-12-30T00:00:00Z,0,91985,97683,NA,3688,2991,0.8110086767895879,45287,16018,NA,NA,0,4,2170,1311,66,2019-20,2022-12-30
2019-12-31T00:00:00Z,0,90571,97200,NA,3667,3025,0.8249250068175621,43456,15831,NA,NA,0,4,1732,667,71,2019-20,2022-12-31
2020-01-01T00:00:00Z,0,90968,97465,NA,3668,2964,0.8080697928026173,44498,16499,NA,NA,0,4,1820,563,77,2019-20,2023-01-01
2020-01-02T00:00:00Z,0,92495,97844,NA,3686,3075,0.8342376559956592,44544,16665,NA,NA,0,4,1933,862,76,2019-20,2023-01-02
2020-01-03T00:00:00Z,0,90589,96014,NA,3696,3076,0.8322510822510822,42922,16300,NA,NA,0,5,1929,893,92,2019-20,2023-01-03
2020-01-04T00:00:00Z,0,90801,96219,NA,3647,2983,0.81793254729915,43611,16601,NA,NA,0,3,1685,551,87,2019-20,2023-01-04
2020-01-05T00:00:00Z,0,92930,97577,NA,3615,3024,0.8365145228215768,45739,16976,NA,NA,0,4,1555,580,53,2019-20,2023-01-05
2020-01-06T00:00:00Z,0,94632,98949,NA,3698,3163,0.8553272038939967,46722,17314,NA,NA,0,9,2050,1156,87,2019-20,2023-01-06
2020-01-07T00:00:00Z,0,95006,98983,NA,3695,3178,0.8600811907983762,45788,17231,NA,NA,0,1,1934,663,95,2019-20,2023-01-07
2020-01-08T00:00:00Z,0,94771,98807,NA,3697,3171,0.8577224776846092,44584,17052,NA,NA,0,4,1909,754,116,2019-20,2023-01-08
2020-01-09T00:00:00Z,0,93788,98102,NA,3697,3192,0.8634027589937787,43948,16903,NA,NA,0,1,1824,681,131,2019-20,2023-01-09
2020-01-10T00:00:00Z,0,91630,97717,NA,3684,3074,0.8344191096634094,43044,16646,NA,NA,0,5,1489,468,139,2019-20,2023-01-10
2020-01-11T00:00:00Z,0,91889,97966,NA,3653,3002,0.8217903093347934,43617,16968,NA,NA,0,3,1115,266,146,2019-20,2023-01-11
2020-01-12T00:00:00Z,0,93497,98399,NA,3652,2996,0.8203723986856517,45587,17495,NA,NA,0,4,1132,211,150,2019-20,2023-01-12
2020-01-13T00:00:00Z,0,94242,98430,NA,3682,3080,0.8365019011406845,45435,17322,NA,NA,0,3,1594,597,128,2019-20,2023-01-13
2020-01-14T00:00:00Z,0,93723,98401,NA,3690,3137,0.8501355013550136,44761,17026,NA,NA,0,3,1548,521,115,2019-20,2023-01-14
2020-01-15T00:00:00Z,0,94207,98516,NA,3704,3131,0.8453023758099352,44833,16799,NA,NA,0,4,1629,483,79,2019-20,2023-01-15
2020-01-16T00:00:00Z,0,93951,98411,NA,3705,3146,0.8491228070175438,43814,16603,NA,NA,0,3,1340,293,76,2019-20,2023-01-16
