Date,Name,Occupancy rate,G&A beds occ'd,G&A Beds Open,Critical care beds occupancy rate,No. beds occupied by flu patients (Critical Care),No. beds occupied by long-stay patients (> 7 days),No. beds occupied by long-stay patients (> 21 days),day_of_year
2021-11-29T00:00:00Z,Harrogate and District NHS Foundation Trust,0.9667774086378738,291,301,0.75,0,160,61,2021-11-29
2021-11-30T00:00:00Z,Harrogate and District NHS Foundation Trust,0.9733333333333334,292,300,0.875,0,153,60,2021-11-30
2021-12-01T00:00:00Z,Harrogate and District NHS Foundation Trust,0.993421052631579,302,304,0.75,0,155,59,2021-12-01
2021-12-02T00:00:00Z,Harrogate and District NHS Foundation Trust,0.9771241830065359,299,306,0.75,0,159,54,2021-12-02
2021-12-03T00:00:00Z,Harrogate and District NHS Foundation Trust,0.9638157894736842,293,304,0.875,0,155,59,2021-12-03
2021-12-04T00:00:00Z,Harrogate and District NHS Foundation Trust,0.9736842105263158,296,304,0.75,0,144,57,2021-12-04
2021-12-05T00:00:00Z,Harrogate and District NHS Foundation Trust,0.9736842105263158,296,304,0.75,0,151,58,2021-12-05
2021-11-29T00:00:00Z,Airedale NHS Foundation Trust,0.9393939393939394,341,363,0.5714285714285714,0,154,41,2021-11-29
2021-11-30T00:00:00Z,Airedale NHS Foundation Trust,0.9256198347107438,336,363,0.7142857142857143,0,148,39,2021-11-30
2021-12-01T00:00:00Z,Airedale NHS Foundation Trust,0.9752066115702479,354,363,0.8571428571428571,0,155,45,2021-12-01
2021-12-02T00:00:00Z,Airedale NHS Foundation Trust,0.9591280653950953,352,367,0.8571428571428571,0,148,47,2021-12-02
2021-12-03T00:00:00Z,Airedale NHS Foundation Trust,0.925,333,360,1,0,151,52,2021-12-03
2021-12-04T00:00:00Z,Airedale NHS Foundation Trust,0.9180327868852459,336,366,1,0,164,51,2021-12-04
2021-12-05T00:00:00Z,Airedale NHS Foundation Trust,0.9024390243902439,333,369,0.5714285714285714,0,158,50,2021-12-05
2021-11-29T00:00:00Z,Sheffield Children's NHS Foundation Trust,0.7876712328767124,115,146,NA,0,0,0,2021-11-29
2021-11-30T00:00:00Z,Sheffield Children's NHS Foundation Trust,0.8243243243243243,122,148,NA,0,0,0,2021-11-30
2021-12-01T00:00:00Z,Sheffield Children's NHS Foundation Trust,0.8590604026845637,128,149,NA,0,0,0,2021-12-01
2021-12-02T00:00:00Z,Sheffield Children's NHS Foundation Trust,0.8243243243243243,122,148,NA,0,0,0,2021-12-02
2021-12-03T00:00:00Z,Sheffield Children's NHS Foundation Trust,0.8503401360544217,125,147,NA,0,0,0,2021-12-03
2021-12-04T00:00:00Z,Sheffield Children's NHS Foundation Trust,0.8156028368794326,115,141,NA,0,0,0,2021-12-04
2021-12-05T00:00:00Z,Sheffield Children's NHS Foundation Trust,0.7837837837837838,116,148,NA,0,0,0,2021-12-05
2021-11-29T00:00:00Z,"The Queen Elizabeth Hospital, King's Lynn, NHS Foundation Trust",0.9626865671641791,516,536,0.46153846153846156,0,234,80,2021-11-29
2021-11-30T00:00:00Z,"The Queen Elizabeth Hospital, King's Lynn, NHS Foundation Trust",0.9683426443202979,520,537,0.46153846153846156,0,234,80,2021-11-30
2021-12-01T00:00:00Z,"The Queen Elizabeth Hospital, King's Lynn, NHS Foundation Trust",0.9795918367346939,528,539,0.6923076923076923,0,234,80,2021-12-01
2021-12-02T00:00:00Z,"The Queen Elizabeth Hospital, King's Lynn, NHS Foundation Trust",0.9517625231910947,513,539,0.3076923076923077,0,213,75,2021-12-02
2021-12-03T00:00:00Z,"The Queen Elizabeth Hospital, King's Lynn, NHS Foundation Trust",0.9552238805970149,512,536,0.6923076923076923,0,213,74,2021-12-03
2021-12-04T00:00:00Z,"The Queen Elizabeth Hospital, King's Lynn, NHS Foundation Trust",0.94972067039106145,510,537,0.38461538461538464,0,213,74,2021-12-04
2021-12-05T00:00:00Z,"The Queen Elizabeth Hospital, King's Lynn, NHS Foundation Trust",0.925512104283054,497,537,0.38461538461538464,0,213,74,2021-12-05
2021-11-29T00:00:00Z,Royal United Hospitals Bath NHS Foundation Trust,0.8982456140350877,512,570,1,0,270,86,2021-11-29
2021-11-30T00:00:00Z,Royal United Hospitals Bath NHS Foundation Trust,0.9433628318584071,533,565,1,0,273,90,2021-11-30
2021-12-01T00:00:00Z,Royal United Hospitals Bath NHS Foundation Trust,0.9403508771929825,536,570,1,0,283,90,2021-12-01
2021-12-02T00:00:00Z,Royal United Hospitals Bath NHS Foundation Trust,0.9393414211438474,542,577,1,0,281,89,2021-12-02
2021-12-03T00:00:00Z,Royal United Hospitals Bath NHS Foundation Trust,0.9426086956521739,542,575,1,0,263,93,2021-12-03
2021-12-04T00:00:00Z,Royal United Hospitals Bath NHS Foundation Trust,0.9134948096885813,528,578,1,0,255,93,2021-12-04
2021-12-05T00:00:00Z,Royal United Hospitals Bath NHS Foundation Trust,0.9097222222222222,524,576,1,0,255,93,2021-12-05
2021-11-29T00:00:00Z,Milton Keynes University Hospital NHS Foundation Trust,0.9282786885245902,453,488,0.9,0,191,76,2021-11-29
2021-11-30T00:00:00Z,Milton Keynes University Hospital NHS Foundation Trust,0.9180327868852459,448,488,0.8,0,198,77,2021-11-30
2021-12-01T00:00:00Z,Milton Keynes University Hospital NHS Foundation Trust,0.9159836065573771,447,488,0.7,0,198,73,2021-12-01
2021-12-02T00:00:00Z,Milton Keynes University Hospital NHS Foundation Trust,0.9077868852459017,443,488,0.7,0,189,74,2021-12-02
2021-12-03T00:00:00Z,Milton Keynes University Hospital NHS Foundation Trust,0.8975409836065574,438,488,0.7,0,185,70,2021-12-03
2021-12-04T00:00:00Z,Milton Keynes University Hospital NHS Foundation Trust,0.8729508196721312,426,488,0.7,0,180,64,2021-12-04
2021-12-05T00:00:00Z,Milton Keynes University Hospital NHS Foundation Trust,0.8831967213114754,431,488,0.7,0,189,66,2021-12-05
2021-11-29T00:00:00Z,East Suffolk and North Essex NHS Foundation Trust,0.9469632164242943,1107,1169,0.5,0,441,129,2021-11-29
2021-11-30T00:00:00Z,East Suffolk and North Essex NHS Foundation Trust,0.9299307958477508,1075,1156,0.5526315789473685,0,483,135,2021-11-30
2021-12-01T00:00:00Z,East Suffolk and North Essex NHS Foundation Trust,0.9463203463203463,1093,1155,0.5789473684210527,0,464,135,2021-12-01
2021-12-02T00:00:00Z,East Suffolk and North Essex NHS Foundation Trust,0.9307958477508651,1076,1156,0.5789473684210527,0,455,131,2021-12-02
2021-12-03T00:00:00Z,East Suffolk and North Essex NHS Foundation Trust,0.9411255411255411,1087,1155,0.6052631578947368,0,456,128,2021-12-03
2021-12-04T00:00:00Z,East Suffolk and North Essex NHS Foundation Trust,0.9293712316968131,1079,1161,0.631578947368421,0,460,132,2021-12-04
2021-12-05T00:00:00Z,East Suffolk and North Essex NHS Foundation Trust,0.9188034188034188,1075,1170,0.5789473684210527,0,460,130,2021-12-05
2021-11-29T00:00:00Z,Frimley Health NHS Foundation Trust,0.9377022653721683,1159,1236,0.7692307692307693,0,534,194,2021-11-29
2021-11-30T00:00:00Z,Frimley Health NHS Foundation Trust,0.946987951807229,1179,1245,0.75,0,471,164,2021-11-30
2021-12-01T00:00:00Z,Frimley Health NHS Foundation Trust,0.9354838709677419,1160,1240,0.7307692307692307,0,472,154,2021-12-01
2021-12-02T00:00:00Z,Frimley Health NHS Foundation Trust,0.932,1165,1250,0.7307692307692307,0,447,151,2021-12-02
2021-12-03T00:00:00Z,Frimley Health NHS Foundation Trust,0.9378531073446328,1162,1239,0.72,0,457,147,2021-12-03
2021-12-04T00:00:00Z,Frimley Health NHS Foundation Trust,0.9220883534136546,1148,1245,0.625,0,451,140,2021-12-04
2021-12-05T00:00:00Z,Frimley Health NHS Foundation Trust,0.9426294820717132,1183,1255,0.7083333333333334,0,395,129,2021-12-05
2021-11-29T00:00:00Z,Royal Cornwall Hospitals NHS Trust,0.9734660033167496,587,603,0.6666666666666666,0,298,108,2021-11-29
2021-11-30T00:00:00Z,Royal Cornwall Hospitals NHS Trust,0.9722675367047309,596,613,0.6,0,305,108,2021-11-30
2021-12-01T00:00:00Z,Royal Cornwall Hospitals NHS Trust,0.9527687296416938,585,614,0.6666666666666666,0,318,113,2021-12-01
2021-12-02T00:00:00Z,Royal Cornwall Hospitals NHS Trust,0.9194847020933977,571,621,0.6666666666666666,0,315,115,2021-12-02
2021-12-03T00:00:00Z,Royal Cornwall Hospitals NHS Trust,0.9109697933227345,573,629,0.6666666666666666,0,285,112,2021-12-03
2021-12-04T00:00:00Z,Royal Cornwall Hospitals NHS Trust,0.9240924092409241,560,606,0.6666666666666666,0,276,111,2021-12-04
2021-12-05T00:00:00Z,Royal Cornwall Hospitals NHS Trust,0.9269102990033222,558,602,0.6666666666666666,0,264,105,2021-12-05
2021-11-29T00:00:00Z,Liverpool University Hospitals NHS Foundation Trust,0.9149198520345253,1484,1622,0.711864406779661,0,826,356,2021-11-29
2021-11-30T00:00:00Z,Liverpool University Hospitals NHS Foundation Trust,0.9199255121042831,1482,1611,0.864406779661017,0,821,363,2021-11-30
2021-12-01T00:00:00Z,Liverpool University Hospitals NHS Foundation Trust,0.9296296296296296,1506,1620,0.8813559322033898,0,852,371,2021-12-01
2021-12-02T00:00:00Z,Liverpool University Hospitals NHS Foundation Trust,0.9346082665021591,1515,1621,0.8813559322033898,0,842,373,2021-12-02
2021-12-03T00:00:00Z,Liverpool University Hospitals NHS Foundation Trust,0.9304187192118226,1511,1624,0.864406779661017,0,822,362,2021-12-03
2021-12-04T00:00:00Z,Liverpool University Hospitals NHS Foundation Trust,0.9017199017199017,1468,1628,0.8135593220338984,0,783,349,2021-12-04
2021-12-05T00:00:00Z,Liverpool University Hospitals NHS Foundation Trust,0.895320197044335,1454,1624,0.8813559322033898,0,801,352,2021-12-05
2021-11-29T00:00:00Z,Liverpool Women's NHS Foundation Trust,0.4583333333333333,11,24,0.5,0,3,0,2021-11-29
2021-11-30T00:00:00Z,Liverpool Women's NHS Foundation Trust,0.6666666666666666,16,24,0.5,0,3,0,2021-11-30
2021-12-01T00:00:00Z,Liverpool Women's NHS Foundation Trust,0.7916666666666666,19,24,1,0,2,0,2021-12-01
2021-12-02T00:00:00Z,Liverpool Women's NHS Foundation Trust,0.7916666666666666,19,24,1,0,4,0,2021-12-02
2021-12-03T00:00:00Z,Liverpool Women's NHS Foundation Trust,1,24,24,0.5,0,3,0,2021-12-03
2021-12-04T00:00:00Z,Liverpool Women's NHS Foundation Trust,0.7916666666666666,19,24,1,0,3,0,2021-12-04
2021-12-05T00:00:00Z,Liverpool Women's NHS Foundation Trust,0.6666666666666666,16,24,0.5,0,3,0,2021-12-05
2021-11-29T00:00:00Z,The Walton Centre NHS Foundation Trust,0.7790697674418605,134,172,0.55,0,55,21,2021-11-29
2021-11-30T00:00:00Z,The Walton Centre NHS Foundation Trust,0.75,129,172,0.7,0,58,21,2021-11-30
2021-12-01T00:00:00Z,The Walton Centre NHS Foundation Trust,0.7209302325581395,124,172,0.65,0,55,24,2021-12-01
2021-12-02T00:00:00Z,The Walton Centre NHS Foundation Trust,0.7616279069767442,131,172,0.6,0,59,26,2021-12-02
2021-12-03T00:00:00Z,The Walton Centre NHS Foundation Trust,0.75,129,172,0.65,0,58,24,2021-12-03
2021-12-04T00:00:00Z,The Walton Centre NHS Foundation Trust,0.686046511627907,118,172,0.6,0,56,24,2021-12-04
2021-12-05T00:00:00Z,The Walton Centre NHS Foundation Trust,0.6744186046511628,116,172,0.55,0,58,24,2021-12-05
2021-11-29T00:00:00Z,"Barking, Havering and Redbridge University Hospitals NHS Trust",0.9068181818181819,798,880,0.9473684210526315,0,392,133,2021-11-29
2021-11-30T00:00:00Z,"Barking, Havering and Redbridge University Hospitals NHS Trust",0.9211711711711712,818,888,1,0,406,133,2021-11-30
2021-12-01T00:00:00Z,"Barking, Havering and Redbridge University Hospitals NHS Trust",0.9165727170236753,813,887,0.9122807017543859,0,402,137,2021-12-01
2021-12-02T00:00:00Z,"Barking, Havering and Redbridge University Hospitals NHS Trust",0.9104308390022676,803,882,0.9473684210526315,0,388,126,2021-12-02
2021-12-03T00:00:00Z,"Barking, Havering and Redbridge University Hospitals NHS Trust",0.8967082860385925,790,881,0.9122807017543859,0,371,128,2021-12-03
2021-12-04T00:00:00Z,"Barking, Havering and Redbridge University Hospitals NHS Trust",0.9205448354143019,811,881,0.9298245614035088,0,364,125,2021-12-04
2021-12-05T00:00:00Z,"Barking, Havering and Redbridge University Hospitals NHS Trust",0.9171396140749148,808,881,0.9473684210526315,0,362,120,2021-12-05
2021-11-29T00:00:00Z,Barnsley Hospital NHS Foundation Trust,0.9765258215962441,416,426,0.8888888888888888,0,163,41,2021-11-29
2021-11-30T00:00:00Z,Barnsley Hospital NHS Foundation Trust,0.9535962877030162,411,431,0.8518518518518519,0,166,41,2021-11-30
2021-12-01T00:00:00Z,Barnsley Hospital NHS Foundation Trust,0.9457547169811321,401,424,0.8888888888888888,0,157,40,2021-12-01
2021-12-02T00:00:00Z,Barnsley Hospital NHS Foundation Trust,0.9396751740139211,405,431,0.8888888888888888,0,158,43,2021-12-02
2021-12-03T00:00:00Z,Barnsley Hospital NHS Foundation Trust,0.9651972157772621,416,431,0.8518518518518519,0,152,40,2021-12-03
2021-12-04T00:00:00Z,Barnsley Hospital NHS Foundation Trust,0.8979118329466357,387,431,0.8148148148148148,0,145,38,2021-12-04
2021-12-05T00:00:00Z,Barnsley Hospital NHS Foundation Trust,0.958041958041958,411,429,0.8148148148148148,0,141,37,2021-12-05
2021-11-29T00:00:00Z,The Rotherham NHS Foundation Trust,0.9217002237136466,412,447,0.5,0,192,64,2021-11-29
2021-11-30T00:00:00Z,The Rotherham NHS Foundation Trust,0.9260089686098655,413,446,0.5714285714285714,0,201,66,2021-11-30
2021-12-01T00:00:00Z,The Rotherham NHS Foundation Trust,0.9730941704035875,434,446,0.7142857142857143,0,190,64,2021-12-01
2021-12-02T00:00:00Z,The Rotherham NHS Foundation Trust,0.9553571428571429,428,448,0.7857142857142857,0,206,66,2021-12-02
2021-12-03T00:00:00Z,The Rotherham NHS Foundation Trust,0.96,432,450,0.8571428571428571,0,210,67,2021-12-03
2021-12-04T00:00:00Z,The Rotherham NHS Foundation Trust,0.9439461883408071,421,446,0.5714285714285714,0,196,65,2021-12-04
2021-12-05T00:00:00Z,The Rotherham NHS Foundation Trust,0.9282511210762332,414,446,0.7857142857142857,0,181,64,2021-12-05
2021-11-29T00:00:00Z,Chesterfield Royal Hospital NHS Foundation Trust,0.9137254901960784,466,510,1,0,166,30,2021-11-29
2021-11-30T00:00:00Z,Chesterfield Royal Hospital NHS Foundation Trust,0.9267822736030829,481,519,1,0,159,27,2021-11-30
2021-12-01T00:00:00Z,Chesterfield Royal Hospital NHS Foundation Trust,0.9432485322896281,482,511,1,0,160,29,2021-12-01
2021-12-02T00:00:00Z,Chesterfield Royal Hospital NHS Foundation Trust,0.916504854368932,472,515,1,0,156,28,2021-12-02
2021-12-03T00:00:00Z,Chesterfield Royal Hospital NHS Foundation Trust,0.907843137254902,463,510,1,0,144,32,2021-12-03
2021-12-04T00:00:00Z,Chesterfield Royal Hospital NHS Foundation Trust,0.896484375,459,512,1,0,144,34,2021-12-04
2021-12-05T00:00:00Z,Chesterfield Royal Hospital NHS Foundation Trust,0.9332023575638507,475,509,0.8666666666666667,0,158,37,2021-12-05
2021-11-29T00:00:00Z,Royal Papworth Hospital NHS Foundation Trust,0.9847715736040609,194,197,1,0,94,33,2021-11-29
2021-11-30T00:00:00Z,Royal Papworth Hospital NHS Foundation Trust,0.9949238578680203,196,197,0.9333333333333333,0,99,32,2021-11-30
2021-12-01T00:00:00Z,Royal Papworth Hospital NHS Foundation Trust,0.9847715736040609,194,197,0.96875,0,100,32,2021-12-01
2021-12-02T00:00:00Z,Royal Papworth Hospital NHS Foundation Trust,1,197,197,1,0,95,33,2021-12-02
2021-12-03T00:00:00Z,Royal Papworth Hospital NHS Foundation Trust,0.9898477157360406,195,197,1,0,92,33,2021-12-03
2021-12-04T00:00:00Z,Royal Papworth Hospital NHS Foundation Trust,0.9593908629441624,189,197,1,0,83,33,2021-12-04
2021-12-05T00:00:00Z,Royal Papworth Hospital NHS Foundation Trust,0.9593908629441624,189,197,1,0,84,0,2021-12-05
2021-11-29T00:00:00Z,North West Anglia NHS Foundation Trust,0.9389671361502347,800,852,0.7727272727272727,0,372,126,2021-11-29
2021-11-30T00:00:00Z,North West Anglia NHS Foundation Trust,0.9468208092485549,819,865,0.782608695652174,0,379,133,2021-11-30
2021-12-01T00:00:00Z,North West Anglia NHS Foundation Trust,0.9697674418604652,834,860,0.7272727272727273,0,377,140,2021-12-01
2021-12-02T00:00:00Z,North West Anglia NHS Foundation Trust,0.9654377880184332,838,868,0.782608695652174,0,383,142,2021-12-02
2021-12-03T00:00:00Z,North West Anglia NHS Foundation Trust,0.945852534562212,821,868,0.75,0,379,135,2021-12-03
2021-12-04T00:00:00Z,North West Anglia NHS Foundation Trust,0.9396051103368177,809,861,0.782608695652174,0,368,127,2021-12-04
2021-12-05T00:00:00Z,North West Anglia NHS Foundation Trust,0.9548088064889919,824,863,0.7391304347826086,0,376,134,2021-12-05
2021-11-29T00:00:00Z,James Paget University Hospitals NHS Foundation Trust,0.9234042553191489,434,470,0.9166666666666666,0,233,89,2021-11-29
2021-11-30T00:00:00Z,James Paget University Hospitals NHS Foundation Trust,0.9044585987261147,426,471,0.9166666666666666,0,236,92,2021-11-30
2021-12-01T00:00:00Z,James Paget University Hospitals NHS Foundation Trust,0.9044585987261147,426,471,0.9166666666666666,0,236,89,2021-12-01
2021-12-02T00:00:00Z,James Paget University Hospitals NHS Foundation Trust,0.9063829787234042,426,470,0.8333333333333334,0,228,89,2021-12-02
2021-12-03T00:00:00Z,James Paget University Hospitals NHS Foundation Trust,0.9014989293361885,421,467,0.8333333333333334,0,232,90,2021-12-03
2021-12-04T00:00:00Z,James Paget University Hospitals NHS Foundation Trust,0.8914893617021277,419,470,1,0,222,94,2021-12-04
2021-12-05T00:00:00Z,James Paget University Hospitals NHS Foundation Trust,0.8995726495726496,421,468,0.9166666666666666,0,231,94,2021-12-05
2021-11-29T00:00:00Z,West Suffolk NHS Foundation Trust,0.8799126637554585,403,458,0.55,0,222,67,2021-11-29
2021-11-30T00:00:00Z,West Suffolk NHS Foundation Trust,0.8917748917748918,412,462,0.7,0,232,67,2021-11-30
2021-12-01T00:00:00Z,West Suffolk NHS Foundation Trust,0.8636363636363636,399,462,0.75,0,223,69,2021-12-01
2021-12-02T00:00:00Z,West Suffolk NHS Foundation Trust,0.8636363636363636,399,462,0.7,0,215,68,2021-12-02
2021-12-03T00:00:00Z,West Suffolk NHS Foundation Trust,0.8639308855291576,400,463,0.55,0,199,67,2021-12-03
2021-12-04T00:00:00Z,West Suffolk NHS Foundation Trust,0.8211206896551724,381,464,0.65,0,192,64,2021-12-04
2021-12-05T00:00:00Z,West Suffolk NHS Foundation Trust,0.8706896551724138,404,464,0.6,0,203,69,2021-12-05
2021-11-29T00:00:00Z,Cambridge University Hospitals NHS Foundation Trust,0.9158110882956879,892,974,0.7671232876712328,0,458,189,2021-11-29
2021-11-30T00:00:00Z,Cambridge University Hospitals NHS Foundation Trust,0.9185567010309278,891,970,0.8333333333333334,0,461,182,2021-11-30
2021-12-01T00:00:00Z,Cambridge University Hospitals NHS Foundation Trust,0.9131767109295199,894,979,0.8985507246376812,0,441,186,2021-12-01
2021-12-02T00:00:00Z,Cambridge University Hospitals NHS Foundation Trust,0.9074074074074074,882,972,0.8472222222222222,0,439,184,2021-12-02
2021-12-03T00:00:00Z,Cambridge University Hospitals NHS Foundation Trust,0.9147843942505134,891,974,0.8333333333333334,0,422,180,2021-12-03
2021-12-04T00:00:00Z,Cambridge University Hospitals NHS Foundation Trust,0.92173017507724,895,971,0.8428571428571429,0,422,179,2021-12-04
2021-12-05T00:00:00Z,Cambridge University Hospitals NHS Foundation Trust,0.9207003089598352,894,971,0.8028169014084507,0,422,183,2021-12-05
2021-11-29T00:00:00Z,Somerset NHS Foundation Trust,0.9667194928684627,610,631,0.75,0,297,104,2021-11-29
2021-11-30T00:00:00Z,Somerset NHS Foundation Trust,0.9732704402515723,619,636,0.625,0,307,106,2021-11-30
2021-12-01T00:00:00Z,Somerset NHS Foundation Trust,0.9523052464228935,599,629,0.75,0,297,107,2021-12-01
2021-12-02T00:00:00Z,Somerset NHS Foundation Trust,0.9479495268138801,601,634,0.75,0,292,107,2021-12-02
2021-12-03T00:00:00Z,Somerset NHS Foundation Trust,0.9487179487179487,592,624,0.75,0,280,104,2021-12-03
2021-12-04T00:00:00Z,Somerset NHS Foundation Trust,0.9368932038834952,579,618,0.625,0,271,108,2021-12-04
2021-12-05T00:00:00Z,Somerset NHS Foundation Trust,0.9288025889967637,574,618,0.6875,0,278,111,2021-12-05
2021-11-29T00:00:00Z,Royal Devon and Exeter NHS Foundation Trust,0.9134146341463415,749,820,0.7241379310344828,0,359,114,2021-11-29
2021-11-30T00:00:00Z,Royal Devon and Exeter NHS Foundation Trust,0.9221411192214112,758,822,0.7586206896551724,0,355,112,2021-11-30
2021-12-01T00:00:00Z,Royal Devon and Exeter NHS Foundation Trust,0.9305724725943971,764,821,0.6551724137931034,0,340,109,2021-12-01
2021-12-02T00:00:00Z,Royal Devon and Exeter NHS Foundation Trust,0.926060606060606,764,825,0.6551724137931034,1,349,100,2021-12-02
2021-12-03T00:00:00Z,Royal Devon and Exeter NHS Foundation Trust,0.9185905224787363,756,823,0.6896551724137931,1,344,96,2021-12-03
2021-12-04T00:00:00Z,Royal Devon and Exeter NHS Foundation Trust,0.8964677222898904,736,821,0.6206896551724138,0,315,94,2021-12-04
2021-12-05T00:00:00Z,Royal Devon and Exeter NHS Foundation Trust,0.9014598540145985,741,822,0.6551724137931034,0,312,96,2021-12-05
2021-11-29T00:00:00Z,University Hospital Southampton NHS Foundation Trust,0.9173003802281369,965,1052,0.8695652173913043,0,525,183,2021-11-29
2021-11-30T00:00:00Z,University Hospital Southampton NHS Foundation Trust,0.920303605313093,970,1054,0.9270833333333334,0,543,182,2021-11-30
2021-12-01T00:00:00Z,University Hospital Southampton NHS Foundation Trust,0.9340344168260039,977,1046,0.9340659340659341,0,540,177,2021-12-01
2021-12-02T00:00:00Z,University Hospital Southampton NHS Foundation Trust,0.9512893982808023,996,1047,0.883495145631068,0,524,180,2021-12-02
2021-12-03T00:00:00Z,University Hospital Southampton NHS Foundation Trust,0.9647283126787417,1012,1049,0.8297872340425532,0,507,181,2021-12-03
2021-12-04T00:00:00Z,University Hospital Southampton NHS Foundation Trust,0.9438095238095238,991,1050,0.8777777777777778,0,497,181,2021-12-04
2021-12-05T00:00:00Z,University Hospital Southampton NHS Foundation Trust,0.9480269489894129,985,1039,0.8522727272727273,0,525,183,2021-12-05
2021-11-29T00:00:00Z,Sheffield Teaching Hospitals NHS Foundation Trust,0.9217054263565891,1189,1290,0.734375,1,771,294,2021-11-29
2021-11-30T00:00:00Z,Sheffield Teaching Hospitals NHS Foundation Trust,0.9079754601226994,1184,1304,0.734375,1,783,303,2021-11-30
2021-12-01T00:00:00Z,Sheffield Teaching Hospitals NHS Foundation Trust,0.9032749428789033,1186,1313,0.75,1,765,300,2021-12-01
2021-12-02T00:00:00Z,Sheffield Teaching Hospitals NHS Foundation Trust,0.8950480413895048,1211,1353,0.7952755905511811,1,735,289,2021-12-02
2021-12-03T00:00:00Z,Sheffield Teaching Hospitals NHS Foundation Trust,0.8979289940828402,1214,1352,0.7637795275590551,1,718,287,2021-12-03
2021-12-04T00:00:00Z,Sheffield Teaching Hospitals NHS Foundation Trust,0.8787878787878788,1189,1353,0.7857142857142857,1,683,281,2021-12-04
2021-12-05T00:00:00Z,Sheffield Teaching Hospitals NHS Foundation Trust,0.866914498141264,1166,1345,0.7024793388429752,1,686,281,2021-12-05
2021-11-29T00:00:00Z,Portsmouth Hospitals University National Health Service Trust,0.9667338709677419,959,992,1,0,438,123,2021-11-29
2021-11-30T00:00:00Z,Portsmouth Hospitals University National Health Service Trust,0.9789368104312939,976,997,1,0,436,123,2021-11-30
2021-12-01T00:00:00Z,Portsmouth Hospitals University National Health Service Trust,0.979757085020243,968,988,1,0,443,122,2021-12-01
2021-12-02T00:00:00Z,Portsmouth Hospitals University National Health Service Trust,0.9917948717948718,967,975,1,0,439,125,2021-12-02
2021-12-03T00:00:00Z,Portsmouth Hospitals University National Health Service Trust,0.9827586206896551,969,986,1,0,429,123,2021-12-03
2021-12-04T00:00:00Z,Portsmouth Hospitals University National Health Service Trust,0.9775967413441955,960,982,1,0,425,126,2021-12-04
2021-12-05T00:00:00Z,Portsmouth Hospitals University National Health Service Trust,0.9888097660223805,972,983,1,0,435,131,2021-12-05
2021-11-29T00:00:00Z,Royal Berkshire NHS Foundation Trust,0.9404553415061296,537,571,0.9629629629629629,0,254,77,2021-11-29
2021-11-30T00:00:00Z,Royal Berkshire NHS Foundation Trust,0.9359430604982206,526,562,0.9259259259259259,0,245,72,2021-11-30
2021-12-01T00:00:00Z,Royal Berkshire NHS Foundation Trust,0.9086115992970123,517,569,0.9230769230769231,0,279,81,2021-12-01
2021-12-02T00:00:00Z,Royal Berkshire NHS Foundation Trust,0.9197860962566845,516,561,0.9230769230769231,0,250,76,2021-12-02
2021-12-03T00:00:00Z,Royal Berkshire NHS Foundation Trust,0.9415929203539823,532,565,1,0,246,69,2021-12-03
2021-12-04T00:00:00Z,Royal Berkshire NHS Foundation Trust,0.895017793594306,503,562,0.96,0,233,68,2021-12-04
2021-12-05T00:00:00Z,Royal Berkshire NHS Foundation Trust,0.8771266540642723,464,529,1,0,233,70,2021-12-05
2021-11-29T00:00:00Z,Guy's and St Thomas' NHS Foundation Trust,0.8394004282655246,784,934,0.7415730337078652,0,481,179,2021-11-29
2021-11-30T00:00:00Z,Guy's and St Thomas' NHS Foundation Trust,0.8867521367521367,830,936,0.8202247191011236,0,460,180,2021-11-30
2021-12-01T00:00:00Z,Guy's and St Thomas' NHS Foundation Trust,0.8956989247311828,833,930,0.8651685393258427,0,461,178,2021-12-01
2021-12-02T00:00:00Z,Guy's and St Thomas' NHS Foundation Trust,0.8817204301075269,820,930,0.8876404494382022,0,438,175,2021-12-02
2021-12-03T00:00:00Z,Guy's and St Thomas' NHS Foundation Trust,0.919093851132686,852,927,0.9438202247191011,0,440,181,2021-12-03
2021-12-04T00:00:00Z,Guy's and St Thomas' NHS Foundation Trust,0.8812095032397408,816,926,0.898876404494382,0,411,173,2021-12-04
2021-12-05T00:00:00Z,Guy's and St Thomas' NHS Foundation Trust,0.8639308855291576,800,926,0.8314606741573034,0,445,179,2021-12-05
2021-11-29T00:00:00Z,Lewisham and Greenwich NHS Trust,0.9495896834701055,810,853,0.8333333333333334,0,429,163,2021-11-29
2021-11-30T00:00:00Z,Lewisham and Greenwich NHS Trust,0.9801488833746899,790,806,0.9166666666666666,0,445,169,2021-11-30
2021-12-01T00:00:00Z,Lewisham and Greenwich NHS Trust,0.978021978021978,801,819,0.8611111111111112,0,447,172,2021-12-01
2021-12-02T00:00:00Z,Lewisham and Greenwich NHS Trust,0.9685681024447031,832,859,0.9166666666666666,0,437,172,2021-12-02
2021-12-03T00:00:00Z,Lewisham and Greenwich NHS Trust,0.9716981132075472,824,848,0.9473684210526315,0,442,173,2021-12-03
2021-12-04T00:00:00Z,Lewisham and Greenwich NHS Trust,0.9535160905840286,800,839,0.9166666666666666,0,442,181,2021-12-04
2021-12-05T00:00:00Z,Lewisham and Greenwich NHS Trust,0.9551886792452831,810,848,0.8611111111111112,0,429,181,2021-12-05
2021-11-29T00:00:00Z,Croydon Health Services NHS Trust,0.9874476987447699,472,478,0.625,0,237,106,2021-11-29
